POS,PLAYER,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s,Nationality,Player Link,Team,Season
97,Thisara Perera,2,2,0,12,9,6.0,15,80.0,0,0,0,1,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/215/thisara-perera,Kings Xi Punjab,2015
98,Karanveer Singh,4,3,2,11,5,11.0,16,68.75,0,0,1,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/1743/karanveer-singh,Kings Xi Punjab,2015
99,Mitchell Starc,13,3,2,11,9,11.0,14,78.57,0,0,1,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/490/mitchell-starc,Royal Challengers Bangalore,2015
100,Abu Nechim,3,3,2,10,5,10.0,5,200.0,0,0,2,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/98/abu-nechim,Royal Challengers Bangalore,2015
1,Robin Uthappa,16,16,1,660,83,44.0,479,137.78,0,5,74,18,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/127/robin-uthappa,Kolkata Knight Riders,2014
2,Dwayne Smith,16,16,0,566,79,35.37,416,136.05,0,5,50,34,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/413/dwayne-smith,Chennai Super Kings,2014
3,Glenn Maxwell,16,16,0,552,95,34.5,294,187.75,0,4,48,36,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/282/glenn-maxwell,Kings Xi Punjab,2014
4,David Warner,14,14,3,528,90,48.0,375,140.8,0,6,39,24,Overseas,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/170/david-warner,Sunrisers Hyderabad,2014
5,Suresh Raina,16,16,3,523,87,40.23,358,146.08,0,5,51,19,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/14/suresh-raina,Chennai Super Kings,2014
6,Virender Sehwag,17,17,0,455,122,26.76,315,144.44,1,1,56,18,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/45/virender-sehwag,Kings Xi Punjab,2014
7,David Miller,16,16,6,446,66,44.6,299,149.16,0,3,34,21,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/187/david-miller,Kings Xi Punjab,2014
8,JP Duminy,14,14,6,410,67,51.25,305,134.42,0,2,22,20,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/182/jp-duminy,Delhi Capitals,2014
9,Brendon McCullum,14,14,1,405,71,31.15,333,121.62,0,3,32,19,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/202/brendon-mccullum,Chennai Super Kings,2014
10,Manish Pandey,16,16,3,401,94,30.84,340,117.94,0,2,35,10,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/123/manish-pandey,Kolkata Knight Riders,2014
11,AB de Villiers,14,13,2,395,89,35.9,249,158.63,0,3,26,24,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/233/ab-de-villiers,Royal Challengers Bangalore,2014
12,Lendl Simmons,8,8,1,394,100,56.28,291,135.39,1,3,43,14,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/595/lendl-simmons,Mumbai Indians,2014
13,Rohit Sharma,15,15,2,390,59,30.0,302,129.13,0,3,31,16,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/107/rohit-sharma,Mumbai Indians,2014
14,Shikhar Dhawan,14,14,1,377,64,29.0,319,118.18,0,2,49,7,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/41/shikhar-dhawan,Sunrisers Hyderabad,2014
15,Yuvraj Singh,14,14,3,376,83,34.18,278,135.25,0,3,22,28,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/113/yuvraj-singh,Royal Challengers Bangalore,2014
16,MS Dhoni,16,15,10,371,57,74.2,250,148.4,0,1,22,20,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/1/ms-dhoni,Chennai Super Kings,2014
17,Wriddhiman Saha,17,13,2,362,115,32.9,249,145.38,1,2,33,18,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/16/wriddhiman-saha,Kings Xi Punjab,2014
18,Ambati Rayudu,15,14,0,361,68,25.78,287,125.78,0,2,31,8,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/100/ambati-rayudu,Mumbai Indians,2014
19,Virat Kohli,14,14,1,359,73,27.61,294,122.1,0,2,23,16,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/164/virat-kohli,Royal Challengers Bangalore,2014
20,Sanju Samson,13,13,0,339,74,26.07,273,124.17,0,2,25,17,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/258/sanju-samson,Rajasthan Royals,2014
21,Ajinkya Rahane,13,12,0,339,72,28.25,291,116.49,0,3,38,3,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/135/ajinkya-rahane,Rajasthan Royals,2014
22,Gautam Gambhir,16,16,1,335,69,22.33,293,114.33,0,3,36,4,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/84/gautam-gambhir,Kolkata Knight Riders,2014
23,Karun Nair,11,11,1,330,73,33.0,232,142.24,0,3,38,9,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/276/karun-nair,Rajasthan Royals,2014
24,Dinesh Karthik,14,14,0,325,69,23.21,258,125.96,0,3,28,11,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/102/dinesh-karthik,Delhi Capitals,2014
25,Manan Vohra,8,8,0,324,67,40.5,233,139.05,0,1,27,16,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/1085/manan-vohra,Kings Xi Punjab,2014
26,Aaron Finch,13,13,2,309,88,28.09,263,117.49,0,2,31,9,Overseas,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/167/aaron-finch,Sunrisers Hyderabad,2014
27,Faf du Plessis,15,12,1,303,54,27.54,235,128.93,0,2,26,7,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/24/faf-du-plessis,Chennai Super Kings,2014
28,Kevin Pietersen,11,11,1,294,58,29.4,233,126.18,0,1,34,7,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/172/kevin-pietersen,Delhi Capitals,2014
29,Kieron Pollard,15,15,7,273,78,34.12,203,134.48,0,1,15,15,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/210/kieron-pollard,Mumbai Indians,2014
30,Yusuf Pathan,15,12,3,268,72,29.77,165,162.42,0,1,15,20,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/96/yusuf-pathan,Kolkata Knight Riders,2014
31,Corey Anderson,12,11,2,265,95,29.44,181,146.4,0,1,21,15,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/968/corey-anderson,Mumbai Indians,2014
32,George Bailey,17,16,7,257,40,28.55,190,135.26,0,0,19,10,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/19/george-bailey,Kings Xi Punjab,2014
33,Shane Watson,13,13,1,240,51,20.0,196,122.44,0,2,19,14,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/227/shane-watson,Rajasthan Royals,2014
34,Naman Ojha,11,10,4,232,79,38.66,161,144.09,0,1,14,17,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/52/naman-ojha,Sunrisers Hyderabad,2014
35,Shakib Al Hasan,13,11,4,227,60,32.42,152,149.34,0,1,22,7,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/201/shakib-al-hasan,Kolkata Knight Riders,2014
36,Michael Hussey,9,9,0,209,56,23.22,182,114.83,0,2,17,7,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/20/michael-hussey,Mumbai Indians,2014
37,Murali Vijay,11,11,0,207,52,18.81,192,107.81,0,1,20,5,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/7/murali-vijay,Delhi Capitals,2014
38,Parthiv Patel,12,12,2,205,57,20.5,185,110.81,0,1,30,1,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/44/parthiv-patel,Royal Challengers Bangalore,2014
39,Chris Gayle,9,9,0,196,46,21.77,184,106.52,0,0,18,12,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/236/chris-gayle,Royal Challengers Bangalore,2014
40,James Faulkner,13,12,8,181,41,45.25,94,192.55,0,0,8,16,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/193/james-faulkner,Rajasthan Royals,2014
41,KL Rahul,11,8,0,166,46,20.75,164,101.21,0,0,12,3,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/1125/kl-rahul,Sunrisers Hyderabad,2014
42,Suryakumar Yadav,16,10,5,164,34,32.8,117,140.17,0,0,16,5,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/108/suryakumar-yadav,Kolkata Knight Riders,2014
43,Quinton de Kock,7,7,0,153,48,21.85,130,117.69,0,0,19,4,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/834/quinton-de-kock,Delhi Capitals,2014
44,Manoj Tiwary,8,8,3,152,61,30.4,118,128.81,0,1,14,4,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/89/manoj-tiwary,Delhi Capitals,2014
45,Jacques Kallis,8,7,1,151,72,25.16,129,117.05,0,1,13,4,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/198/jacques-kallis,Kolkata Knight Riders,2014
46,Kedar Jadhav,10,10,5,149,37,29.8,101,147.52,0,0,13,7,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/297/kedar-jadhav,Delhi Capitals,2014
47,Steve Smith,10,7,3,147,48,36.75,110,133.63,0,0,13,4,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/271/steve-smith,Rajasthan Royals,2014
48,Ravindra Jadeja,16,10,5,146,36,29.2,110,132.72,0,0,9,5,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/9/ravindra-jadeja,Chennai Super Kings,2014
49,Aditya Tare,15,12,4,126,24,15.75,98,128.57,0,0,16,3,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/99/aditya-tare,Mumbai Indians,2014
50,Cheteshwar Pujara,6,6,1,125,40,25.0,124,100.8,0,0,17,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/156/cheteshwar-pujara,Kings Xi Punjab,2014
51,Stuart Binny,13,12,2,123,48,12.3,121,101.65,0,0,4,5,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/148/stuart-binny,Rajasthan Royals,2014
52,Chidhambaram Gautam,9,9,2,121,33,17.28,111,109.0,0,0,13,5,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/155/chidhambaram-gautam,Mumbai Indians,2014
53,David Hussey,5,4,2,116,50,58.0,94,123.4,0,1,8,6,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/186/david-hussey,Chennai Super Kings,2014
54,Mayank Agarwal,8,8,0,115,31,14.37,91,126.37,0,0,12,3,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/158/mayank-agarwal,Delhi Capitals,2014
55,Darren Sammy,10,9,2,108,29,15.42,91,118.68,0,0,4,8,Overseas,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/589/darren-sammy,Sunrisers Hyderabad,2014
56,Yogesh Takawale,5,5,0,104,45,20.8,91,114.28,0,0,17,1,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/1750/yogesh-takawale,Royal Challengers Bangalore,2014
57,Brad Hodge,4,4,1,101,40,33.66,72,140.27,0,0,4,6,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/229/brad-hodge,Rajasthan Royals,2014
58,Mitchell Starc,14,9,3,85,29,14.16,84,101.19,0,0,9,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/490/mitchell-starc,Royal Challengers Bangalore,2014
59,Rishi Dhawan,13,6,4,82,23,41.0,75,109.33,0,0,8,1,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/1088/rishi-dhawan,Kings Xi Punjab,2014
60,Sachin Rana,9,7,4,73,19,24.33,65,112.3,0,0,7,1,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/128/sachin-rana,Royal Challengers Bangalore,2014
61,Venugopal Rao,7,5,2,71,27,23.66,63,112.69,0,0,8,0,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/62/venugopal-rao,Sunrisers Hyderabad,2014
62,Shaun Marsh,2,2,0,70,40,35.0,52,134.61,0,0,7,3,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/191/shaun-marsh,Kings Xi Punjab,2014
63,Rajat Bhatia,12,7,2,67,23,13.4,53,126.41,0,0,4,3,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/92/rajat-bhatia,Rajasthan Royals,2014
64,Axar Patel,17,8,2,62,42,10.33,60,103.33,0,0,6,1,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/1113/axar-patel,Kings Xi Punjab,2014
65,Ross Taylor,4,4,1,59,43,19.66,59,100.0,0,0,6,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/226/ross-taylor,Delhi Capitals,2014
66,Chris Lynn,2,2,0,58,45,29.0,49,118.36,0,0,5,3,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/179/chris-lynn,Kolkata Knight Riders,2014
67,Mitchell Johnson,14,8,5,56,16,18.66,50,112.0,0,0,4,3,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/213/mitchell-johnson,Kings Xi Punjab,2014
68,Irfan Pathan,10,6,4,55,23,27.5,54,101.85,0,0,5,0,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/49/irfan-pathan,Sunrisers Hyderabad,2014
69,Ryan ten Doeschate,10,7,3,52,25,13.0,33,157.57,0,0,3,4,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/200/ryan-ten-doeschate,Kolkata Knight Riders,2014
70,Albie Morkel,7,5,2,45,16,15.0,41,109.75,0,0,1,3,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/26/albie-morkel,Royal Challengers Bangalore,2014
71,Ravichandran Ashwin,16,6,3,45,14,15.0,45,100.0,0,0,4,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/8/ravichandran-ashwin,Chennai Super Kings,2014
72,Abhishek Nayar,5,4,1,43,23,14.33,47,91.48,0,0,5,1,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/66/abhishek-nayar,Rajasthan Royals,2014
73,Jimmy Neesham,4,3,0,42,22,14.0,46,91.3,0,0,3,1,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/971/jimmy-neesham,Delhi Capitals,2014
74,Karn Sharma,14,8,4,42,17,10.5,29,144.82,0,0,1,3,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/1118/karn-sharma,Sunrisers Hyderabad,2014
75,Ben Dunk,3,3,0,40,20,13.33,35,114.28,0,0,7,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/918/ben-dunk,Mumbai Indians,2014
76,Rilee Rossouw,3,3,0,39,24,13.0,41,95.12,0,0,2,2,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/239/rilee-rossouw,Royal Challengers Bangalore,2014
77,Kevon Cooper,5,5,2,39,32,13.0,26,150.0,0,0,2,3,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/232/kevon-cooper,Rajasthan Royals,2014
78,Varun Aaron,10,3,3,35,17,0.0,34,102.94,0,0,2,1,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/61/varun-aaron,Royal Challengers Bangalore,2014
79,Dhawal Kulkarni,8,2,2,35,28,0.0,25,140.0,0,0,1,2,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/101/dhawal-kulkarni,Rajasthan Royals,2014
80,Mithun Manhas,12,5,3,35,13,17.5,23,152.17,0,0,3,1,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/124/mithun-manhas,Chennai Super Kings,2014
81,Ankit Sharma,3,2,0,34,30,17.0,30,113.33,0,0,4,1,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/32/ankit-sharma,Rajasthan Royals,2014
82,Piyush Chawla,11,5,2,31,17,10.33,19,163.15,0,0,4,1,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/76/piyush-chawla,Kolkata Knight Riders,2014
83,Laxmi Ratan Shukla,5,3,0,31,21,10.33,38,81.57,0,0,2,1,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/88/laxmi-ratan-shukla,Delhi Capitals,2014
84,Vijay Zol,3,2,0,29,16,14.5,26,111.53,0,0,3,1,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/278/vijay-zol,Royal Challengers Bangalore,2014
85,Harbhajan Singh,14,7,2,28,10,5.6,25,112.0,0,0,2,2,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/103/harbhajan-singh,Mumbai Indians,2014
86,Mandeep Singh,3,3,0,24,21,8.0,26,92.3,0,0,2,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/72/mandeep-singh,Kings Xi Punjab,2014
87,Dale Steyn,14,4,1,22,12,7.33,26,84.61,0,0,1,0,Overseas,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/180/dale-steyn,Sunrisers Hyderabad,2014
88,Rahul Shukla,3,3,2,18,14,18.0,21,85.71,0,0,2,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/262/rahul-shukla,Delhi Capitals,2014
89,Nic Maddinson,2,2,0,16,12,8.0,14,114.28,0,0,3,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/858/nic-maddinson,Royal Challengers Bangalore,2014
90,Rahul Tewatia,3,1,0,16,16,16.0,13,123.07,0,0,0,1,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/1749/rahul-tewatia,Rajasthan Royals,2014
91,Jason Holder,1,1,0,16,16,16.0,12,133.33,0,0,2,1,Overseas,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/1075/jason-holder,Sunrisers Hyderabad,2014
92,Ravi Rampaul,2,1,0,13,13,13.0,13,100.0,0,0,0,1,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/594/ravi-rampaul,Royal Challengers Bangalore,2014
93,Harshal Patel,3,3,1,13,6,6.5,7,185.71,0,0,1,1,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/157/harshal-patel,Royal Challengers Bangalore,2014
94,Shreyas Gopal,4,1,0,11,11,11.0,10,110.0,0,0,1,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/1748/shreyas-gopal,Mumbai Indians,2014
95,Sunil Narine,16,5,3,10,6,5.0,14,71.42,0,0,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/203/sunil-narine,Kolkata Knight Riders,2014
96,Moises Henriques,4,2,0,9,9,4.5,14,64.28,0,0,1,0,Overseas,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/388/moises-henriques,Sunrisers Hyderabad,2014
97,Zaheer Khan,6,4,3,8,7,8.0,7,114.28,0,0,0,1,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/165/zaheer-khan,Mumbai Indians,2014
98,Dwayne Bravo,1,1,1,8,8,0.0,3,266.66,0,0,0,1,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/25/dwayne-bravo,Chennai Super Kings,2014
99,Imran Tahir,6,2,0,8,4,4.0,10,80.0,0,0,2,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/898/imran-tahir,Delhi Capitals,2014
100,Ben Cutting,1,1,0,8,8,8.0,6,133.33,0,0,0,1,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/913/ben-cutting,Rajasthan Royals,2014
1,Michael Hussey,17,17,3,733,95,52.35,566,129.5,0,6,81,17,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/20/michael-hussey,Chennai Super Kings,2013
2,Chris Gayle,16,16,4,708,175,59.0,453,156.29,1,4,57,51,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/236/chris-gayle,Royal Challengers Bangalore,2013
3,Virat Kohli,16,16,2,634,99,45.28,457,138.73,0,6,64,22,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/164/virat-kohli,Royal Challengers Bangalore,2013
4,Suresh Raina,18,17,4,548,100,42.15,365,150.13,1,4,50,18,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/14/suresh-raina,Chennai Super Kings,2013
5,Shane Watson,16,16,2,543,101,38.78,380,142.89,1,2,59,22,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/227/shane-watson,Rajasthan Royals,2013
6,Rohit Sharma,19,19,5,538,79,38.42,409,131.54,0,4,35,28,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/107/rohit-sharma,Mumbai Indians,2013
7,Dinesh Karthik,19,19,1,510,86,28.33,411,124.08,0,2,54,14,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/102/dinesh-karthik,Mumbai Indians,2013
8,Ajinkya Rahane,18,18,4,488,68,34.85,458,106.55,0,4,42,11,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/135/ajinkya-rahane,Rajasthan Royals,2013
9,Rahul Dravid,18,17,1,471,65,29.43,425,110.82,0,4,64,5,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/131/rahul-dravid,Rajasthan Royals,2013
10,MS Dhoni,18,16,5,461,67,41.9,283,162.89,0,4,32,25,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/1/ms-dhoni,Chennai Super Kings,2013
11,Aaron Finch,14,14,0,456,67,32.57,336,135.71,0,4,54,16,Overseas,,Nan,2013
12,Robin Uthappa,16,16,0,434,75,27.12,371,116.98,0,2,42,12,Indian,,Nan,2013
13,Kieron Pollard,18,18,8,420,66,42.0,281,149.46,0,3,27,29,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/210/kieron-pollard,Mumbai Indians,2013
14,Dwayne Smith,13,13,0,418,68,32.15,341,122.58,0,4,40,19,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/413/dwayne-smith,Mumbai Indians,2013
15,David Miller,12,12,5,418,101,59.71,254,164.56,1,3,28,24,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/187/david-miller,Kings Xi Punjab,2013
16,David Warner,16,16,3,410,77,31.53,323,126.93,0,4,41,14,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/170/david-warner,Delhi Capitals,2013
17,Gautam Gambhir,16,16,0,406,60,25.37,343,118.36,0,4,51,5,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/84/gautam-gambhir,Kolkata Knight Riders,2013
18,AB de Villiers,14,14,4,360,64,36.0,219,164.38,0,2,34,15,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/233/ab-de-villiers,Royal Challengers Bangalore,2013
19,Yusuf Pathan,16,16,5,332,72,30.18,240,138.33,0,1,30,14,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/96/yusuf-pathan,Kolkata Knight Riders,2013
20,Mahela Jayawardene,15,15,0,331,66,22.06,313,105.75,0,2,39,6,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/175/mahela-jayawardene,Delhi Capitals,2013
21,Murali Vijay,15,15,1,312,55,22.28,286,109.09,0,2,27,8,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/7/murali-vijay,Chennai Super Kings,2013
22,Jacques Kallis,16,16,1,311,41,20.73,322,96.58,0,0,35,3,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/198/jacques-kallis,Kolkata Knight Riders,2013
23,Shikhar Dhawan,10,10,2,311,73,38.87,253,122.92,0,3,37,5,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/41/shikhar-dhawan,Sunrisers Hyderabad,2013
24,Eoin Morgan,14,13,2,307,51,27.9,240,127.91,0,1,28,13,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/197/eoin-morgan,Kolkata Knight Riders,2013
25,Shaun Marsh,8,8,0,300,77,37.5,249,120.48,0,3,39,4,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/191/shaun-marsh,Kings Xi Punjab,2013
26,Virender Sehwag,13,13,1,295,95,24.58,233,126.6,0,1,41,6,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/45/virender-sehwag,Delhi Capitals,2013
27,Parthiv Patel,13,13,0,294,61,22.61,255,115.29,0,1,37,4,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/44/parthiv-patel,Sunrisers Hyderabad,2013
28,Adam Gilchrist,13,13,1,294,85,24.5,229,128.38,0,1,41,6,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/65/adam-gilchrist,Kings Xi Punjab,2013
29,Brad Hodge,17,14,7,293,54,41.85,218,134.4,0,1,27,9,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/229/brad-hodge,Rajasthan Royals,2013
30,Stuart Binny,17,16,7,293,41,32.55,199,147.23,0,0,25,12,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/148/stuart-binny,Rajasthan Royals,2013
31,Sachin Tendulkar,14,14,1,287,54,22.07,231,124.24,0,1,38,5,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/97/sachin-tendulkar,Mumbai Indians,2013
32,Ambati Rayudu,19,17,3,265,37,18.92,231,114.71,0,0,22,4,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/100/ambati-rayudu,Mumbai Indians,2013
33,Mandeep Singh,16,14,1,260,77,20.0,223,116.59,0,1,36,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/72/mandeep-singh,Kings Xi Punjab,2013
34,Manvinder Bisla,14,14,1,255,92,19.61,236,108.05,0,2,36,6,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/90/manvinder-bisla,Kolkata Knight Riders,2013
35,Hanuma Vihari,17,17,3,241,46,17.21,278,86.69,0,0,17,1,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/1117/hanuma-vihari,Sunrisers Hyderabad,2013
36,Yuvraj Singh,13,13,1,238,34,19.83,190,125.26,0,0,14,15,Indian,,Nan,2013
37,David Hussey,12,11,1,235,41,23.5,209,112.44,0,0,20,6,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/186/david-hussey,Kings Xi Punjab,2013
38,Thisara Perera,16,14,4,233,40,23.3,163,142.94,0,0,12,14,Overseas,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/215/thisara-perera,Sunrisers Hyderabad,2013
39,Cameron White,13,13,1,209,52,17.41,191,109.42,0,1,18,7,Overseas,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/178/cameron-white,Sunrisers Hyderabad,2013
40,Sanju Samson,11,10,2,206,63,25.75,178,115.73,0,1,19,5,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/258/sanju-samson,Rajasthan Royals,2013
41,Ravindra Jadeja,18,14,6,201,38,25.12,135,148.88,0,0,17,6,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/9/ravindra-jadeja,Chennai Super Kings,2013
42,Azhar Mahmood,11,10,0,196,80,19.6,154,127.27,0,2,22,5,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/194/azhar-mahmood,Kings Xi Punjab,2013
43,Ben Rohrer,8,8,2,193,64,32.16,140,137.85,0,1,21,5,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/647/ben-rohrer,Delhi Capitals,2013
44,Darren Sammy,10,9,3,174,60,29.0,132,131.81,0,1,11,10,Overseas,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/589/darren-sammy,Sunrisers Hyderabad,2013
45,Angelo Mathews,11,10,3,172,40,24.57,139,123.74,0,0,5,10,Overseas,,Nan,2013
