POS,PLAYER,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w,Nationality,Player Link,Team,Dots,Maid,Season
7,Dale Steyn,15,15,59.0,406,15,0,27.06,6.88,23.6,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/180/dale-steyn,Royal Challengers Bangalore,164.0,1.0,2010
8,Lasith Malinga,13,13,49.0,344,15,0,22.93,7.02,19.6,1,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/211/lasith-malinga,Mumbai Indians,116.0,0.0,2010
9,Kieron Pollard,14,12,37.0,274,15,0,18.26,7.4,14.8,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/210/kieron-pollard,Mumbai Indians,58.0,0.0,2010
10,Zaheer Khan,14,14,48.2,376,15,0,25.06,7.77,19.33,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/165/zaheer-khan,Mumbai Indians,107.0,1.0,2010
11,Irfan Pathan,14,14,46.2,426,15,0,28.4,9.19,18.53,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/49/irfan-pathan,Kings Xi Punjab,98.0,0.0,2010
12,Ryan Harris,8,8,30.4,233,14,0,16.64,7.59,13.14,0,0,Overseas,0,Nan,82.0,0.0,2010
13,Ravichandran Ashwin,12,12,48.0,293,13,0,22.53,6.1,22.15,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/8/ravichandran-ashwin,Chennai Super Kings,125.0,1.0,2010
14,Shadab Jakati,11,11,38.0,291,13,0,22.38,7.65,17.53,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/10/shadab-jakati,Chennai Super Kings,82.0,1.0,2010
15,Jacques Kallis,16,16,57.0,476,13,0,36.61,8.35,26.3,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/198/jacques-kallis,Royal Challengers Bangalore,118.0,1.0,2010
16,RP Singh,12,12,42.0,370,13,0,28.46,8.8,19.38,0,0,Indian,0,Nan,99.0,0.0,2010
17,Doug Bollinger,8,8,31.0,207,12,0,17.25,6.67,15.5,1,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/18/doug-bollinger,Chennai Super Kings,94.0,2.0,2010
18,Andrew Symonds,16,16,53.0,372,12,0,31.0,7.01,26.5,0,0,Overseas,0,Nan,107.0,0.0,2010
19,Piyush Chawla,14,14,49.0,367,12,0,30.58,7.48,24.5,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/76/piyush-chawla,Kings Xi Punjab,94.0,0.0,2010
20,Siddharth Trivedi,11,10,35.3,260,11,0,23.63,7.32,19.36,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/147/siddharth-trivedi,Rajasthan Royals,69.0,0.0,2010
21,Shane Warne,14,14,50.0,381,11,0,34.63,7.62,27.27,1,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/292/shane-warne,Rajasthan Royals,94.0,0.0,2010
22,Albie Morkel,14,14,47.4,405,11,0,36.81,8.49,26.0,0,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/26/albie-morkel,Chennai Super Kings,97.0,1.0,2010
23,Praveen Kumar,12,12,45.0,380,10,0,38.0,8.44,27.0,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/77/praveen-kumar,Royal Challengers Bangalore,110.0,0.0,2010
24,Shaun Tait,8,8,31.1,264,10,0,26.4,8.47,18.7,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/228/shaun-tait,Rajasthan Royals,70.0,0.0,2010
25,Chaminda Vaas,6,6,22.0,139,9,0,15.44,6.31,14.66,0,0,Overseas,0,Nan,63.0,2.0,2010
26,Murali Kartik,10,10,39.0,253,9,0,28.11,6.48,26.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/125/murali-kartik,Kolkata Knight Riders,77.0,0.0,2010
27,Ashok Dinda,7,7,23.1,152,9,0,16.88,6.56,15.44,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/48/ashok-dinda,Kolkata Knight Riders,64.0,0.0,2010
28,Shane Bond,8,8,31.0,224,9,0,24.88,7.22,20.66,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/405/shane-bond,Kolkata Knight Riders,75.0,1.0,2010
29,Pradeep Sangwan,8,8,31.0,258,9,0,28.66,8.32,20.66,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/91/pradeep-sangwan,Delhi Capitals,70.0,0.0,2010
30,Harmeet Singh Bansal,8,8,24.0,174,8,0,21.75,7.25,18.0,0,0,Indian,0,Nan,60.0,0.0,2010
31,Angelo Mathews,14,12,37.3,314,8,0,39.25,8.37,28.12,1,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/217/angelo-mathews,Kolkata Knight Riders,58.0,0.0,2010
32,MF Maharoof,7,7,24.0,206,8,0,25.75,8.58,18.0,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/311/mf-maharoof,Delhi Capitals,54.0,0.0,2010
33,Dirk Nannes,9,9,34.2,224,7,0,32.0,6.52,29.42,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/237/dirk-nannes,Delhi Capitals,89.0,0.0,2010
34,Dilhara Fernando,5,5,19.0,138,7,0,19.71,7.26,16.28,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/345/dilhara-fernando,Mumbai Indians,50.0,0.0,2010
35,Lakshmipathy Balaji,7,7,23.2,207,7,0,29.57,8.87,20.0,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/87/lakshmipathy-balaji,Chennai Super Kings,50.0,0.0,2010
36,Ishant Sharma,7,7,25.0,236,7,0,33.71,9.44,21.42,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/38/ishant-sharma,Kolkata Knight Riders,54.0,0.0,2010
37,Ashish Nehra,4,4,14.0,96,6,0,16.0,6.85,14.0,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/115/ashish-nehra,Delhi Capitals,37.0,0.0,2010
38,Suresh Raina,16,12,23.5,178,6,0,29.66,7.46,23.83,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/14/suresh-raina,Chennai Super Kings,41.0,0.0,2010
39,Umesh Yadav,7,7,24.0,184,6,0,30.66,7.66,24.0,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/59/umesh-yadav,Delhi Capitals,55.0,0.0,2010
40,Juan Theron,7,7,24.0,187,6,0,31.16,7.79,24.0,0,0,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/183/juan-theron,Kings Xi Punjab,44.0,0.0,2010
41,Shane Watson,6,6,22.0,184,6,0,30.66,8.36,22.0,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/227/shane-watson,Rajasthan Royals,61.0,0.0,2010
42,Shalabh Srivastava,8,8,27.0,255,6,0,42.5,9.44,27.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/79/shalabh-srivastava,Kings Xi Punjab,54.0,0.0,2010
43,Jaskaran Singh,6,6,14.0,139,6,0,23.16,9.92,14.0,0,0,Indian,0,Nan,31.0,0.0,2010
44,Yuvraj Singh,14,10,23.0,152,5,0,30.4,6.6,27.6,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/113/yuvraj-singh,Kings Xi Punjab,45.0,0.0,2010
45,Paul Collingwood,8,6,14.5,101,5,0,20.2,6.8,17.8,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/225/paul-collingwood,Delhi Capitals,24.0,0.0,2010
46,Thilan Thushara,4,4,14.3,101,5,0,20.2,6.96,17.4,0,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/393/thilan-thushara,Chennai Super Kings,38.0,0.0,2010
47,Yusuf Pathan,14,11,34.0,246,5,0,49.2,7.23,40.8,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/96/yusuf-pathan,Rajasthan Royals,60.0,0.0,2010
48,Charl Langeveldt,3,3,11.0,88,5,0,17.6,8.0,13.2,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/235/charl-langeveldt,Kolkata Knight Riders,26.0,0.0,2010
49,Rahul Sharma,6,6,20.4,167,5,0,33.4,8.08,24.8,0,0,Indian,0,Nan,40.0,0.0,2010
50,Ravi Bopara,10,5,13.0,127,5,0,25.4,9.76,15.6,0,0,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/374/ravi-bopara,Kings Xi Punjab,21.0,0.0,2010
51,Andrew McDonald,4,4,14.0,138,5,0,27.6,9.85,16.8,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/234/andrew-mcdonald,Delhi Capitals,21.0,0.0,2010
52,Aditya Dole,3,3,11.0,112,5,0,22.4,10.18,13.2,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/134/aditya-dole,Rajasthan Royals,21.0,0.0,2010
53,Sumit Narwal,5,5,15.4,185,5,0,37.0,11.8,18.8,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/149/sumit-narwal,Rajasthan Royals,31.0,0.0,2010
54,Ryan McLaren,10,10,34.0,270,4,0,67.5,7.94,51.0,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/288/ryan-mclaren,Mumbai Indians,69.0,0.0,2010
55,Dimitri Mascarenhas,2,2,8.0,65,4,0,16.25,8.12,12.0,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/188/dimitri-mascarenhas,Rajasthan Royals,16.0,0.0,2010
56,Jaydev Unadkat,3,3,10.2,85,4,0,21.25,8.22,15.5,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/86/jaydev-unadkat,Kolkata Knight Riders,20.0,0.0,2010
57,Dwayne Bravo,10,10,26.1,228,4,0,57.0,8.71,39.25,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/25/dwayne-bravo,Mumbai Indians,48.0,0.0,2010
58,Ajit Agarkar,7,7,22.0,203,4,0,50.75,9.22,33.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/47/ajit-agarkar,Kolkata Knight Riders,40.0,0.0,2010
59,Chris Gayle,9,6,16.0,152,4,0,38.0,9.5,24.0,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/236/chris-gayle,Kolkata Knight Riders,29.0,0.0,2010
60,Sarabjit Ladda,5,5,15.0,143,4,0,35.75,9.53,22.5,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/93/sarabjit-ladda,Delhi Capitals,34.0,0.0,2010
61,Virender Sehwag,14,3,5.4,23,3,0,7.66,4.05,11.33,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/45/virender-sehwag,Delhi Capitals,18.0,0.0,2010
62,Ramesh Powar,7,7,23.0,160,3,0,53.33,6.95,46.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/83/ramesh-powar,Kings Xi Punjab,62.0,0.0,2010
63,JM Kemp,5,5,7.2,54,3,0,18.0,7.36,14.66,0,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/404/jm-kemp,Chennai Super Kings,15.0,0.0,2010
64,Ali Murtaza,3,3,12.0,91,3,0,30.33,7.58,24.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/114/ali-murtaza,Mumbai Indians,23.0,0.0,2010
65,Kevin Pietersen,7,6,10.0,77,3,0,25.66,7.7,20.0,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/172/kevin-pietersen,Royal Challengers Bangalore,18.0,0.0,2010
66,Rajat Bhatia,5,5,16.0,132,3,0,44.0,8.25,32.0,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/92/rajat-bhatia,Delhi Capitals,23.0,0.0,2010
67,Tillakaratne Dilshan,6,4,8.1,70,3,0,23.33,8.57,16.33,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/240/tillakaratne-dilshan,Delhi Capitals,18.0,0.0,2010
68,Kamran Khan,3,3,6.0,53,3,0,17.66,8.83,12.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/122/kamran-khan,Rajasthan Royals,18.0,0.0,2010
69,Laxmi Ratan Shukla,4,4,12.0,106,3,0,35.33,8.83,24.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/88/laxmi-ratan-shukla,Kolkata Knight Riders,19.0,0.0,2010
70,Love Ablish,2,2,4.0,36,3,0,12.0,9.0,8.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/71/love-ablish,Kings Xi Punjab,7.0,0.0,2010
71,Munaf Patel,4,4,13.0,118,3,0,39.33,9.07,26.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/104/munaf-patel,Rajasthan Royals,31.0,0.0,2010
72,Bipul Sharma,5,4,10.0,94,3,0,31.33,9.4,20.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/69/bipul-sharma,Kings Xi Punjab,14.0,0.0,2010
73,Shanthakumaran Sreesanth,6,6,19.0,191,3,0,63.66,10.05,38.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/150/shanthakumaran-sreesanth,Kings Xi Punjab,44.0,0.0,2010
74,Roelof van der Merwe,1,1,4.0,27,2,0,13.5,6.75,12.0,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/173/roelof-van-der-merwe,Royal Challengers Bangalore,8.0,0.0,2010
75,Sanath Jayasuriya,4,4,9.0,68,2,0,34.0,7.55,27.0,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/342/sanath-jayasuriya,Mumbai Indians,19.0,0.0,2010
76,Rohit Sharma,16,9,19.0,153,2,0,76.5,8.05,57.0,0,0,Indian,0,Nan,33.0,0.0,2010
77,Brad Hodge,4,4,5.0,41,2,0,20.5,8.2,15.0,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/229/brad-hodge,Kolkata Knight Riders,8.0,0.0,2010
78,Ajantha Mendis,2,2,8.0,66,2,0,33.0,8.25,24.0,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/358/ajantha-mendis,Kolkata Knight Riders,12.0,0.0,2010
79,Daniel Vettori,3,3,11.4,97,2,0,48.5,8.31,35.0,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/243/daniel-vettori,Delhi Capitals,21.0,0.0,2010
80,Mitchell Marsh,3,3,10.0,88,2,0,44.0,8.8,30.0,0,0,Overseas,0,Nan,24.0,0.0,2010
81,Pankaj Singh,2,2,8.0,81,2,0,40.5,10.12,24.0,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/144/pankaj-singh,Royal Challengers Bangalore,21.0,1.0,2010
82,Rajagopal Sathish,12,4,8.0,81,2,0,40.5,10.12,24.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/78/rajagopal-sathish,Mumbai Indians,14.0,0.0,2010
83,Amit Uniyal,2,2,6.0,66,2,0,33.0,11.0,18.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/401/amit-uniyal,Rajasthan Royals,8.0,0.0,2010
84,Joginder Sharma,3,3,8.0,89,2,0,44.5,11.12,24.0,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/5/joginder-sharma,Chennai Super Kings,14.0,0.0,2010
85,Nayan Doshi,1,1,4.0,17,1,0,17.0,4.25,24.0,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/143/nayan-doshi,Royal Challengers Bangalore,14.0,0.0,2010
86,JP Duminy,7,2,5.3,37,1,0,37.0,6.72,33.0,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/182/jp-duminy,Mumbai Indians,13.0,0.0,2010
87,Iqbal Abdulla,3,3,8.3,61,1,0,61.0,7.17,51.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/85/iqbal-abdulla,Kolkata Knight Riders,18.0,0.0,2010
88,KP Appanna,2,2,7.0,51,1,0,51.0,7.28,42.0,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/279/kp-appanna,Royal Challengers Bangalore,15.0,0.0,2010
89,Yo Mahesh,1,1,3.0,23,1,0,23.0,7.66,18.0,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/15/yo-mahesh,Delhi Capitals,0.0,0.0,2010
90,Vikramjeet Malik,3,3,7.1,62,1,0,62.0,8.65,43.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/82/vikramjeet-malik,Kings Xi Punjab,16.0,0.0,2010
91,Moises Henriques,1,1,4.0,35,1,0,35.0,8.75,24.0,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/388/moises-henriques,Delhi Capitals,10.0,0.0,2010
92,Dwayne Smith,3,2,3.5,36,1,0,36.0,9.39,23.0,0,0,Overseas,0,Nan,0.0,0.0,2010
93,Yusuf Abdulla,2,2,6.5,66,1,0,66.0,9.65,41.0,0,0,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/372/yusuf-abdulla,Kings Xi Punjab,13.0,0.0,2010
94,Dhawal Kulkarni,1,1,4.0,40,1,0,40.0,10.0,24.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/101/dhawal-kulkarni,Mumbai Indians,10.0,0.0,2010
95,Sudeep Tyagi,6,6,15.5,159,1,0,159.0,10.04,95.0,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/13/sudeep-tyagi,Chennai Super Kings,34.0,0.0,2010
96,Manoj Tiwary,13,1,1.0,11,1,0,11.0,11.0,6.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/89/manoj-tiwary,Kolkata Knight Riders,0.0,0.0,2010
97,Manpreet Gony,3,3,8.0,92,1,0,92.0,11.5,48.0,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/40/manpreet-gony,Chennai Super Kings,17.0,0.0,2010
98,Abhimanyu Mithun,1,1,3.0,39,1,0,39.0,13.0,18.0,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/151/abhimanyu-mithun,Royal Challengers Bangalore,0.0,0.0,2010
99,Shrikant Wagh,1,1,1.0,16,1,0,16.0,16.0,6.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/129/shrikant-wagh,Rajasthan Royals,0.0,0.0,2010
100,Aaron Finch,1,1,1.1,5,0,0,0.0,4.28,0.0,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/167/aaron-finch,Rajasthan Royals,0.0,0.0,2010
1,RP Singh,16,16,59.4,417,23,0,18.13,6.98,15.56,1,0,Indian,0,Nan,171.0,1.0,2009
2,Anil Kumble,16,16,59.1,347,21,0,16.52,5.86,16.9,1,1,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/331/anil-kumble,Royal Challengers Bangalore,138.0,1.0,2009
3,Lasith Malinga,13,13,49.3,312,18,0,17.33,6.3,16.5,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/211/lasith-malinga,Mumbai Indians,144.0,2.0,2009
4,Pragyan Ojha,15,15,53.3,348,18,0,19.33,6.5,17.83,0,0,Indian,0,Nan,108.0,0.0,2009
5,Irfan Pathan,14,14,50.2,390,17,0,22.94,7.74,17.76,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/49/irfan-pathan,Kings Xi Punjab,121.0,1.0,2009
6,Munaf Patel,11,11,34.5,241,16,0,15.06,6.91,13.06,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/104/munaf-patel,Rajasthan Royals,108.0,1.0,2009
7,Muttiah Muralitharan,13,13,50.0,261,14,0,18.64,5.22,21.42,0,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/241/muttiah-muralitharan,Chennai Super Kings,146.0,1.0,2009
8,Amit Mishra,11,11,42.1,294,14,0,21.0,6.97,18.07,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/30/amit-mishra,Delhi Capitals,100.0,1.0,2009
9,Shane Warne,13,13,50.0,365,14,0,26.07,7.3,21.42,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/292/shane-warne,Rajasthan Royals,110.0,0.0,2009
10,Yusuf Abdulla,9,9,28.0,241,14,0,17.21,8.6,12.0,2,0,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/372/yusuf-abdulla,Kings Xi Punjab,75.0,1.0,2009
11,Shadab Jakati,9,8,29.0,217,13,0,16.69,7.48,13.38,2,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/10/shadab-jakati,Chennai Super Kings,62.0,0.0,2009
12,Praveen Kumar,13,13,49.4,394,13,0,30.3,7.93,22.92,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/77/praveen-kumar,Royal Challengers Bangalore,121.0,1.0,2009
13,Albie Morkel,12,12,40.0,324,13,0,24.92,8.1,18.46,0,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/26/albie-morkel,Chennai Super Kings,101.0,1.0,2009
14,Lakshmipathy Balaji,13,13,37.2,316,13,0,24.3,8.46,17.23,1,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/87/lakshmipathy-balaji,Chennai Super Kings,70.0,0.0,2009
15,Harbhajan Singh,13,13,44.0,256,12,0,21.33,5.81,22.0,1,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/103/harbhajan-singh,Mumbai Indians,105.0,0.0,2009
16,Piyush Chawla,14,14,44.5,308,12,0,25.66,6.86,22.41,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/76/piyush-chawla,Kings Xi Punjab,111.0,1.0,2009
17,Ishant Sharma,11,11,43.0,297,11,0,27.0,6.9,23.45,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/38/ishant-sharma,Kolkata Knight Riders,130.0,0.0,2009
17,Ishant Sharma,11,11,43.0,297,11,0,27.0,6.9,23.45,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/38/ishant-sharma,Kolkata Knight Riders,130.0,0.0,2009
18,Ishant Sharma,11,11,43.0,297,11,0,27.0,6.9,23.45,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/38/ishant-sharma,Kolkata Knight Riders,130.0,0.0,2009
18,Ishant Sharma,11,11,43.0,297,11,0,27.0,6.9,23.45,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/38/ishant-sharma,Kolkata Knight Riders,130.0,0.0,2009
19,Rohit Sharma,16,12,23.0,161,11,0,14.63,7.0,12.54,1,0,Indian,0,Nan,39.0,0.0,2009
20,Dwayne Bravo,11,11,33.1,259,11,0,23.54,7.8,18.09,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/25/dwayne-bravo,Mumbai Indians,91.0,0.0,2009
21,Amit Singh,5,5,17.3,95,9,0,10.55,5.42,11.66,1,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/137/amit-singh,Rajasthan Royals,56.0,0.0,2009
22,Roelof van der Merwe,10,10,34.0,248,9,0,27.55,7.29,22.66,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/173/roelof-van-der-merwe,Royal Challengers Bangalore,53.0,0.0,2009
23,Vinay Kumar,11,11,32.2,271,9,0,30.11,8.38,21.55,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/166/vinay-kumar,Royal Challengers Bangalore,65.0,0.0,2009
24,Suresh Raina,14,10,27.4,164,7,0,23.42,5.92,23.71,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/14/suresh-raina,Chennai Super Kings,57.0,0.0,2009
25,Andrew Symonds,8,8,24.0,160,7,0,22.85,6.66,20.57,0,0,Overseas,0,Nan,66.0,0.0,2009
26,Yusuf Pathan,13,11,35.0,243,7,0,34.71,6.94,30.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/96/yusuf-pathan,Rajasthan Royals,83.0,0.0,2009
27,Brad Hodge,12,9,20.0,161,7,0,23.0,8.05,17.14,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/229/brad-hodge,Kolkata Knight Riders,34.0,0.0,2009
28,Sanath Jayasuriya,12,9,19.0,163,7,0,23.28,8.57,16.28,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/342/sanath-jayasuriya,Mumbai Indians,29.0,0.0,2009
29,Ravindra Jadeja,13,10,23.2,151,6,0,25.16,6.47,23.33,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/9/ravindra-jadeja,Rajasthan Royals,44.0,0.0,2009
30,Zaheer Khan,6,6,21.0,142,6,0,23.66,6.76,21.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/165/zaheer-khan,Mumbai Indians,51.0,0.0,2009
31,Dimitri Mascarenhas,5,5,19.2,132,6,0,22.0,6.82,19.33,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/188/dimitri-mascarenhas,Rajasthan Royals,58.0,1.0,2009
32,Kamran Khan,5,5,17.4,124,6,0,20.66,7.01,17.66,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/122/kamran-khan,Rajasthan Royals,39.0,0.0,2009
33,Yuvraj Singh,14,9,20.0,142,6,0,23.66,7.1,20.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/113/yuvraj-singh,Kings Xi Punjab,48.0,0.0,2009
34,Ryan Harris,8,8,31.0,230,6,0,38.33,7.41,31.0,0,0,Overseas,0,Nan,84.0,2.0,2009
35,Siddharth Trivedi,7,7,20.0,152,6,0,25.33,7.6,20.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/147/siddharth-trivedi,Rajasthan Royals,43.0,0.0,2009
36,Jacques Kallis,15,14,46.0,353,6,0,58.83,7.67,46.0,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/198/jacques-kallis,Royal Challengers Bangalore,111.0,1.0,2009
37,Shanthakumaran Sreesanth,7,7,23.0,192,6,0,32.0,8.34,23.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/150/shanthakumaran-sreesanth,Kings Xi Punjab,62.0,0.0,2009
38,Ajit Agarkar,11,11,31.0,284,6,0,47.33,9.16,31.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/47/ajit-agarkar,Kolkata Knight Riders,65.0,0.0,2009
39,Brett Lee,5,5,20.0,111,5,0,22.2,5.55,24.0,0,0,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/196/brett-lee,Kings Xi Punjab,69.0,1.0,2009
40,Ramesh Powar,9,8,21.0,132,5,0,26.4,6.28,25.2,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/83/ramesh-powar,Kings Xi Punjab,49.0,0.0,2009
41,Sudeep Tyagi,8,8,19.0,136,5,0,27.2,7.15,22.8,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/13/sudeep-tyagi,Chennai Super Kings,59.0,0.0,2009
42,Tirumalasetti Suman,12,5,15.0,108,5,0,21.6,7.2,18.0,0,0,Indian,0,Nan,31.0,0.0,2009
43,Dhawal Kulkarni,8,8,26.0,206,5,0,41.2,7.92,31.2,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/101/dhawal-kulkarni,Mumbai Indians,65.0,0.0,2009
